d,license_number,license_status,license_status_date,license_term,license_type,license_designation,issue_date,expiration_date,licensing_authority_id,licensing_authority,business_legal_name,business_dba_name,business_image_url,business_owner_name,business_structure,business_website,activity,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,business_email,business_phone,parcel_number,premise_latitude,premise_longitude,data_refreshed_date
,GAAA-3HJM-ECDD,,,,Grower,,,12/18/2023,,,Ericwang 77 LLC,Ericwang 77 LLC,,,,,,,BILLINGS,,Noble,,,,,,,
,DAAA-N1DH-NTGD,,,,Dispensary,,,11/14/2023,,,Emily Jones Enterprises LLC,Mountain Fork Mary Jane,,,,,,,IDABEL,,McCurtain,,,,,,,
,GAAA-RDYX-XW1A,,,,Grower,,,12/13/2023,,,GG Happy LLC,GG Happy LLC,,,,,,,Tecumseh,,Pottawatomie,,,,,35.2174,-96.9837,
,GAAA-V1D7-NHL6,,,,Grower,,,11/7/2023,,,"Navigator Life Services, Inc.",GIG Solutions,,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,DAAA-4KDR-CACP,,,,Dispensary,,,3/24/2024,,,"Dynamo Dispensary, LLC","Dynamo Dispensary, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-GNM6-5DYZ,,,,Grower,,,11/14/2023,,,Native Grows native herb from native land llc,Native grows native herb from native land llc,,,,,,,HEAVENER,,Le Flore,,,,,,,
,DAAA-4J22-ZRDX,,,,Dispensary,,,11/1/2023,,,Eufloria Gypsy LLC,Eufloria Gypsy LLC,,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,GAAA-KDI3-XVTF,,,,Grower,,,7/14/2023,,,John Longton,Bearhollow Farms,,,,,,,WILSON,,Carter,,,,,,,
,GAAA-FEL6-6RFD,,,,Grower,,,6/27/2023,,,"JAZ, LLC.",JAZ Gardens,,,,,,,Afton,,Delaware,,,,,36.6318,-94.9101,
,GAAA-EYSY-PBIB,,,,Grower,,,9/26/2023,,,"HYGROW FARMS, LLC","HYGROW FARMS, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-KKUI-OYGQ,,,,Dispensary,,,2/1/2024,,,Spark cannabis Co.,Spark cannabis Co.,,,,,,,ANADARKO,,Caddo,,,,,,,
,GAAA-PSFX-NYGU,,,,Grower,,,2/17/2024,,,"Kuwalla, LLC",Kuwalla,,,,,,,NEWALLA,,Cleveland,,,,,,,
,GAAA-3FO8-PIRH,,,,Grower,,,11/21/2023,,,Yadee Growing LLC,Yadee Growing LLC,,,,,,,SASAKWA,,Seminole,,,,,,,
,GAAA-WHRD-JAJR,,,,Grower,,,5/22/2024,,,Elmer Wingfield,Elmer Wingfield,,,,,,,DURANT,,Bryan,,,,,,,
,GAAA-EYF4-HMC0,,,,Grower,,,11/3/2023,,,Pure Pressure Farms LLC,Pure Pressure Farms LLC,,,,,,,TUTTLE,,Grady,,,,,,,
,DAAA-PZC6-QPFK,,,,Dispensary,,,9/18/2023,,,"Starbuds Dispensary Ardmore, LLC","Starbuds Dispensary Ardmore, LLC",,,,,,,ARDMORE,,Carter,,,,,,,
,PAAA-MORU-K138,,,,Processor,,,10/30/2023,,,"FPC Group, LLC",Vertical Vibez,,,,,,,MARLOW,,Stephens,,,,,,,
,GAAA-VKBC-J6OU,,,,Grower,,,11/8/2023,,,GULAB INC.,GULAB INC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-GB3C-BEFL,,,,Grower,,,11/14/2023,,,MLH Bloom LLC,MLH Bloom LLC,,,,,,,PIEDMONT,,Canadian,,,,,,,
,DAAA-ZINC-NL8M,,,,Dispensary,,,7/7/2023,,,"Hi Octane Cannabis Company Roland, LLC","Hi Octane Cannabis Company Roland, LLC",,,,,,,ROLAND,,Sequoyah,,,,,,,
,DAAA-JCPS-N4PX,,,,Dispensary,,,11/7/2023,,,Cannatopia LLC,Cannatopia LLC,,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,DAAA-VJYZ-MPWC,,,,Dispensary,,,10/31/2023,,,Paper Planes LLC,Refined Flower,,,,,,,EUCHA,,Delaware,,,,,,,
,DAAA-HZDX-PCZZ,,,,Dispensary,,,11/14/2023,,,Doobies_Guthrie LLC,Doobies_Guthrie LLC,,,,,,,GUTHRIE,,Logan,,,,,,,
,GAAA-QZWR-HZOL,,,,Grower,,,12/21/2022,,,G6 VENTURES INC,CANNASSEUR OKLAHOMA,,,,,,,EDMOND,,Logan,,,,,,,
,DAAA-SIYZ-XNT2,,,,Dispensary,,,8/16/2022,,,"Midcoast Farms, LLC",Midcoast Farms,,,,,,,HOWE,,Le Flore,,,,,,,
,GAAA-E970-3HQ5,,,,Grower,,,12/11/2023,,,"Angie's Garden, LLC","Angie's Garden, LLC",,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,PAAA-S9PA-SU7Q,,,,Processor,,,10/23/2023,,,PackPro Solutions LLC,PackPro Solutions,,,,,,,EDMOND,,Oklahoma,,,,,,,
,GAAA-2CH0-AQOW,,,,Grower,,,11/6/2022,,,"Bud Sparks Farm, LLC",Bud Sparks,,,,,,,SPARKS,,Lincoln,,,,,,,
,DAAA-VKBZ-TNSI,,,,Dispensary,,,10/5/2023,,,NUGZ LLC,NUGZ,,,,,,,Purcell,,McClain,,,,,34.9827,-97.497,
,DAAA-4JGP-ARGZ,,,,Dispensary,,,3/3/2023,,,Budway Dispensary and Market LLC,Budway Dispensary and Market LLC,,,,,,,LAWTON,,Comanche,,,,,,,
,PAAA-NJCO-9I5O,,,,Processor,,,2/1/2023,,,"Herbal Wellness, LLC",Herbal Wellness,,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,DAAA-6ZFW-UUHP,,,,Dispensary,,,1/4/2023,,,"TYCO, LLP",The Cannabis Cure,,,,,,,ATOKA,,Atoka,,,,,,,
,GAAA-EJNT-O9HY,,,,Grower,,,11/2/2023,,,"Charlie Farms 2, LLC","Charlie Farms 2, LLC",,,,,,,Ramona,,Washington,,,,,36.5568,-95.9054,
,PAAA-EKKU-BTAI,,,,Processor,,,12/16/2023,,,"Talking Headz Pro-Op, LLC","Talking Headz Pro-Op, LLC",,,,,,,WEATHERFORD,,Custer,,,,,,,
,DAAA-PYII-8WAB,,,,Dispensary,,,10/2/2023,,,ELLISON COMPANY,DOPE EXPRESS,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-41EN-J837,,,,Grower,,,11/6/2023,,,Dan Sky LLC,Guerilla Grow-OP,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-EYHW-DEQB,,,,Grower,,,12/15/2023,,,OKLAHOMA BEST BUDS LLC,OKLAHOMA BEST BUDS LLC,,,,,,,NORMAN,,Cleveland,,,,,,,
,DAAA-N1J1-JY9V,,,,Dispensary,,,5/26/2024,,,"918 Buds Medical Marijuana Dispensary, LLC",918 Buds Medical Marijuana Dispensary LLC,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-NJ75-BY0C,,,,Grower,,,2/8/2024,,,Bob's Cannabis Company LLC,Bob's Cannabis Company LLC,,,,,,,LOCUST GROVE,,Mayes,,,,,,,
,DAAA-2UUA-3FBE,,,,Dispensary,,,8/15/2023,,,TCOB LLC.,Top Kush Only,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-UUVD-MOXH,,,,Grower,,,3/14/2024,,,Hi-OK.420 LLC,Hi-OK.420 LLC,,,,,,,Tulsa,,Creek,,,,,36.1537,-95.9926,
,DAAA-YCER-5YB8,,,,Dispensary,,,10/2/2023,,,Ganja Buds LLC,Ganja Buds LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-QIUA-1COQ,,,,Grower,,,6/14/2023,,,Cha Lor,Tri-Star XL Farm,,,,,,,SALLISAW,,Sequoyah,,,,,,,
,GAAA-NEOM-KC37,,,,Grower,,,9/14/2022,,,DETKA FARM,DETKA FARM,,,,,,,Heavener,,Le Flore,,,,,34.7392,-94.6657,
,GAAA-N1QN-GZFO,,,,Grower,,,2/10/2024,,,Bomb Budz Farm LLC,Bomb Budz Farm LLC,,,,,,,GERONIMO,,Comanche,,,,,,,
,PAAA-NKAA-9S8N,,,,Processor,,,4/19/2023,,,"Ryco Solutions, LLC",Stash House Distribution,,,,,,,TULSA,,Tulsa,,,,,,,
,PAAA-EJXJ-XN0R,,,,Processor,,,7/3/2023,,,"Emerald Innovations, Inc.","Emerald Innovations, Inc.",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-SRRE-ABM8,,,,Grower,,,9/15/2023,,,"TRICHOME FARMS II, LLC","TRICHOME FARMS II, LLC",,,,,,,DOVER,,Kingfisher,,,,,,,
,GAAA-76AJ-8B8N,,,,Grower,,,6/1/2023,,,4T NGUYEN LLC,4T NGUYEN LLC,,,,,,,NOBLE,,Cleveland,,,,,,,
,GAAA-VKJF-MUIP,,,,Grower,,,4/3/2024,,,Sea Jelly Farms LLC,Sea Jelly Farms LLC,,,,,,,CEMENT,,Caddo,,,,,,,
,GAAA-QHZZ-XP45,,,,Grower,,,10/12/2023,,,"MGM Cultivation, LLC","MGM Cultivation, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-NKIZ-WYPA,,,,Grower,,,7/12/2023,,,EVERY GREEN LLC,EVERY GREEN LLC,,,,,,,BIXBY,,Tulsa,,,,,,,
,GAAA-YULQ-WJXY,,,,Grower,,,2/17/2024,,,"Gold Rush Greener, LLC","Gold Rush Greener,LLC",,,,,,,KEOTA,,Haskell,,,,,,,
,DAAA-5G6Y-W5MG,,,,Dispensary,,,8/28/2022,,,MOTHER NATURE'S PHARMACY LLC,MOTHER NATURE'S PHARMACY LLC,,,,,,,SPIRO,,Le Flore,,,,,,,
,DAAA-4KHB-NZTS,,,,Dispensary,,,11/13/2023,,,"OHG, LLC","OHG, LLC",,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-GHL6-ADQB,,,,Grower,,,12/4/2023,,,Loco Countyline Incorporated,Loco Countyline Inc.,,,,,,,Waurika,,Stephens,,,,,34.1877,-97.9471,
,DAAA-NJVV-8MUN,,,,Dispensary,,,5/15/2024,,,Green Mountain Farms Distribution center Inc.,Stickys Buds and More #2,,,,,,,Tahlequah,,Cherokee,,,,,35.9615,-94.9532,
,DAAA-HWYE-7WLN,,,,Dispensary,,,10/24/2023,,,Green medical patients LLC,Greendoctor 420,,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-CDCE-VIZH,,,,Grower,,,2/27/2024,,,Agape Co-Op LLC,Agape Co-Op LLC,,,,,,,SAND SPRINGS,,Creek,,,,,,,
,DAAA-Q6YB-0P8U,,,,Dispensary,,,11/20/2023,,,"Flower and Leaf, LLC","Flower and Leaf, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-HT1U-AK2O,,,,Grower,,,10/24/2023,,,"Green Empire Farms, LLC","Green Empire Farms, LLC",,,,,,,SEMINOLE,,Seminole,,,,,,,
,GAAA-LE6O-4KPL,,,,Grower,,,5/22/2023,,,"612 Ventures, LLC",612 Ventures,,,,,,,WOODWARD,,Woodward,,,,,,,
,GAAA-EYBL-1XTE,,,,Grower,,,11/22/2022,,,John Xiong,John X. Med Farm,,,,,,,vinita,,Craig,,,,,,,
,GAAA-REFL-O9VZ,,,,Grower,,,3/31/2024,,,"LEGIT WEED, LLC","LEGIT WEED, LLC",,,,,,,COLCORD,,Delaware,,,,,,,
,GAAA-ETBK-SBOT,,,,Grower,,,10/6/2023,,,Bader Farms LLC,Bader Farms LLC,,,,,,,Tecumseh,,Pottawatomie,,,,,35.2174,-96.9837,
,DAAA-PH64-3TIY,,,,Dispensary,,,8/30/2023,,,"Harvest 5 Retail, Co.",The Leafy Sol,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-6BBD-GPQD,,,,Grower,,,1/8/2024,,,DareDevil Brothers LLC.,DareDevil Brothers LLC,,,,,,,FORT GIBSON,,Cherokee,,,,,,,
,GAAA-VYEN-ZOGR,,,,Grower,,,11/13/2023,,,Jade Farms LLC,Jade Farms LLC,,,,,,,EDMOND,,Oklahoma,,,,,,,
,GAAA-BCWX-5OQ4,,,,Grower,,,2/1/2023,,,Ward's Garden,Ward's Garden,,,,,,,SALLISAW,,Sequoyah,,,,,,,
,DAAA-EK4Q-RMBD,,,,Dispensary,,,1/13/2024,,,Adapt Media Group,Likewise Cannabis - Broadway,,,,,,,EDMOND,,Oklahoma,,,,,,,
,GAAA-NK4V-PCQU,,,,Grower,,,11/24/2022,,,RMH Farms LLC,RMH Farms,,,,,,,LAWTON,,Comanche,,,,,,,
,GAAA-VKEN-4MJB,,,,Grower,,,2/3/2023,,,IHS FARMS LLC,IHS FARMS LLC,,,,,,,Newkirk,,Kay,,,,,36.905,-96.9892,
,GAAA-N12W-L8EV,,,,Grower,,,5/19/2023,,,Prime Leaf LLC,Prime Leaf,,,,,,,TULSA,,Tulsa,,,,,,,
,DAAA-NK4M-BAMD,,,,Dispensary,,,8/8/2023,,,"Hi Octane Cannabis Company 2, LLC","Hi Octane Cannabis Company 2, LLC",,,,,,,SALLISAW,,Sequoyah,,,,,,,
,GAAA-NPZN-LH8Y,,,,Grower,,,5/30/2023,,,Pot Brothers Farms LLC,Pot Brothers Farms LLC,,,,,,,Bennington,,Bryan,,,,,33.9799,-95.971,
,DAAA-Z00N-AUKD,,,,Dispensary,,,2/1/2024,,,Green Retail Sales LLC,Divine Budz,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-ZEMF-JYJ4,,,,Grower,,,5/16/2023,,,Moon Park Products LLC,Moon Park Products,,,,,,,BARTLESVILLE,,Washington,,,,,,,
,GAAA-IRBQ-Q7QQ,,,,Grower,,,10/20/2023,,,Zendaya Green LLC,Zendaya Green,,,,,,,STILLWATER,,Payne,,,,,,,
,GAAA-ACRU-SPBT,,,,Grower,,,12/11/2023,,,POLAR STAR LLC,POLAR STAR,,,,,,,LAMAR,,Hughes,,,,,,,
,DAAA-4JR6-EGIY,,,,Dispensary,,,8/9/2023,,,Integrated Supply Inc.,Wild Horse Dispensary,,,,,,,Mustang,,Canadian,,,,,35.3779,-97.7511,
,PAAA-SBDR-JD2T,,,,Processor,,,2/1/2024,,,All Natural Solutions LLC,Meds on Main,,,,,,,ADA,,Pontotoc,,,,,,,
,DAAA-V1C8-VJDU,,,,Dispensary,,,2/1/2024,,,OZ Distribution and Sales LLC,OZ Dispensary,,,,,,,YUKON,,Canadian,,,,,,,
,DAAA-4YLU-EWRE,,,,Dispensary,,,12/7/2023,,,"Twin Flames, LLC","Twin Flames, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-SXCC-WNTL,,,,Processor,,,10/20/2023,,,"OMB PROCESSING, LLC","OMB PROCESSING, LLC",,,,,,,Okmulgee,,Okmulgee,,,,,35.6463,-96.0328,
,GAAA-T51W-QH9U,,,,Grower,,,3/16/2023,,,"MeGrowth Tecumseh, LLC","MeGrowth Tecumseh, LLC",,,,,,,TECUMSEH,,Pottawatomie,,,,,,,
,GAAA-SPNU-6L9I,,,,Grower,,,12/8/2023,,,"4H Pharms, LLC","4H Pharms, LLC",,,,,,,ADA,,Pontotoc,,,,,,,
,DAAA-EJNQ-IBYL,,,,Dispensary,,,10/3/2023,,,Native Harvest LLC,Native Harvest LLC,,,,,,,ADA,,Pontotoc,,,,,,,
,GAAA-VKW5-UVHF,,,,Grower,,,3/24/2024,,,Paradise High 2 LLC,Paradise High 2 LLC,,,,,,,ELK CITY,,Custer,,,,,,,
,GAAA-N1NC-BS6Z,,,,Grower,,,3/8/2024,,,JOEL H WILLIAMS,JW's NATIVE GREENS OF EASTERN OKLAHOMA,,,,,,,PORUM,,Muskogee,,,,,,,
,GAAA-VJ12-OMMC,,,,Grower,,,12/12/2023,,,"Savin The Farm, LLC","Savin The Farm, LLC",,,,,,,WAUKOMIS,,Garfield,,,,,,,
,DAAA-SFR9-JT4D,,,,Dispensary,,,5/29/2024,,,The lighthouse dispensary LLC,The lighthouse dispensary LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-YRZ9-V8KQ,,,,Grower,,,1/1/2024,,,Danielle Monteiro,Doc BoLay Farms,,,,,,,Gans,,Sequoyah,,,,,35.3689,-94.7265,
,DAAA-VKJF-K3OP,,,,Dispensary,,,3/16/2024,,,best leaf one inc,GANJA CITY,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-4KZH-MZTV,,,,Dispensary,,,3/7/2024,,,RandD Green Rx Inc,The Greens of Central Oklahoma,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-4J2C-RZUW,,,,Processor,,,9/26/2023,,,"1201 LABS, INC.",1201 LABS,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-EJP2-FKJY,,,,Grower,,,3/10/2023,,,Bob's Buds LLC,Bob's Buds LLC,,,,,,,CALERA,,Bryan,,,,,,,
,GAAA-MFEI-5W6F,,,,Grower,,,9/13/2023,,,Van Pham LLC,Van Pham,,,,,,,TECUMSEH,,Pottawatomie,,,,,,,
,GAAA-ZRNQ-OBAL,,,,Grower,,,11/14/2023,,,"Four Seasons Purple, LLC",Four Seasons Purple,,,,,,,LINDSAY,,McClain,,,,,,,
,GAAA-NVTX-WIED,,,,Grower,,,9/12/2023,,,Green Lavish LLC,Green Lavish LLC,,,,,,,Vinita,,Mayes,,,,,36.6806,-95.2158,
,DAAA-V1AS-DMBS,,,,Dispensary,,,8/4/2023,,,BUDDY GREEN'S CANNABIS COMPANY LLC,BUDDY GREEN'S CANNABIS COMPANY LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-N1WT-ALYG,,,,Grower,,,12/4/2023,,,A+ CULTIVATION LLC,A+ CULTIVATION,,,,,,,GLENPOOL,,Tulsa,,,,,,,
,GAAA-44KP-NY6U,,,,Grower,,,9/26/2023,,,HANDPICKED EXOTICZ LLC,HANDPICKED EXOTICZ,,,,,,,EDMOND,,Logan,,,,,,,
,PAAA-MO5K-XNKU,,,,Processor,,,6/14/2023,,,"Pure Vibe, LLC","Pure Vibe, LLC",,,,,,,EDMOND,,Oklahoma,,,,,,,
,DAAA-N1GZ-WRDU,,,,Dispensary,,,3/14/2024,,,Archipelago Operations LLC,Stash House,,,,,,,BETHANY,,Oklahoma,,,,,,,
,DAAA-4JR6-EDVY,,,,Dispensary,,,9/25/2022,,,"The Healing Hemp, LLC",The Healing Hemp,,,,,,,STILWELL,,Adair,,,,,,,
,PAAA-YTAG-CHI2,,,,Processor,,,8/16/2023,,,Woodcrest Capital LLC,Level Up Concentrates,,,,,,,EDMOND,,Logan,,,,,,,
,DAAA-WEHI-LIAZ,,,,Dispensary,,,11/23/2022,,,little town farms llc,Little Town Farms,,,,,,,TRYON,,Lincoln,,,,,,,
,GAAA-H8EV-7Z5U,,,,Grower,,,11/7/2023,,,BROOKS CREATED FARMS LLC,BROOKS CREATED FARMS LLC,,,,,,,Devol,,Cotton,,,,,34.2058,-98.5654,
,PAAA-XYYA-I6SN,,,,Processor,,,1/4/2024,,,Beyond The Bud Inc,Beyond the Bud,,,,,,,DEL CITY,,Oklahoma,,,,,,,
,DAAA-VJN1-MBQU,,,,Dispensary,,,10/13/2023,,,"Oklahoma Natural Cures 2, LLC",High Society Dispensary 2,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-N1JS-XZWR,,,,Dispensary,,,2/8/2024,,,"Advanced Wellness and Dispensary, LLC","Advanced Wellness and Dispensary, LLC",,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,DAAA-NWEE-KLPV,,,,Dispensary,,,4/4/2023,,,Dream Road Inc,Pro-Med Dispensary,,,,,,,BROKEN ARROW,,Tulsa,,,,,,,
,DAAA-CLIZ-QJFE,,,,Dispensary,,,1/8/2023,,,Blind Faith LLC,Blind Faith LLC,,,,,,,CHICKASHA,,Grady,,,,,,,
,GAAA-N1QB-ZXQP,,,,Grower,,,3/15/2024,,,"National Plant Products, Inc.","National Plant Products, Inc.",,,,,,,KIOWA,,Pittsburg,,,,,,,
,DAAA-V1WV-RCNF,,,,Dispensary,,,11/8/2023,,,MJ Wellness LLC,The Honeypot Shop,,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-A7EM-URZL,,,,Grower,,,1/4/2024,,,The Station Cannabis Company LLP,The Station Cannabis Company LLP,,,,,,,MCCURTAIN,,Le Flore,,,,,,,
,GAAA-HJTF-AB5M,,,,Grower,,,9/20/2023,,,"Glowing Empire, LLC","Glowing Empire, LLC",,,,,,,Commerce,,Ottawa,,,,,36.9334,-94.8689,
,GAAA-DXAX-VGEG,,,,Grower,,,5/30/2023,,,"Ada Supreme Flower, LLC.","Ada Supreme Flower, LLC.",,,,,,,ADA,,Pontotoc,,,,,,,
,GAAA-CLYA-GOZ5,,,,Grower,,,10/24/2023,,,"Green Empire Gardens, LLC","Green Empire Gardens, LLC",,,,,,,DEPEW,,Creek,,,,,,,
,DAAA-AGFN-DULM,,,,Dispensary,,,11/6/2023,,,807 East A Street L.L.C.,High Society Dispensary 5,,,,,,,Jenks,,Tulsa,,,,,36.0118,-95.9739,
,DAAA-NUW9-DWZK,,,,Dispensary,,,1/2/2024,,,"Bodega Boyz 61st, LLC","Bodega Boyz 61st, LLC",,,,,,,TULSA,,Tulsa,,,,,,,
,DAAA-0OQJ-I2WY,,,,Dispensary,,,3/29/2023,,,J&J MED CO LLC,J&J MED CO LLC,,,,,,,BARNSDALL,,Osage,,,,,,,
,GAAA-UHYM-OTVX,,,,Grower,,,10/4/2023,,,Kine Farms LLC,Kine Farms,,,,,,,crescent,,Kingfisher,,,,,,,
,GAAA-AZHE-JTB5,,,,Grower,,,2/1/2024,,,NUGBEARY FARMS LLC,NUGBEARY FARMS LLC,,,,,,,ELGIN,,Comanche,,,,,,,
,GAAA-QZPM-WUIP,,,,Grower,,,11/28/2023,,,ZENABIS FARMS LLC,ZENABIS FARMS LLC,,,,,,,BLANCHARD,,McClain,,,,,,,
,GAAA-VJDD-9VEY,,,,Grower,,,1/12/2023,,,Hollywood Smokes LLC,Hollywood smokes,,,,,,,POTEAU,,Le Flore,,,,,,,
,DAAA-4JPF-KJHD,,,,Dispensary,,,8/4/2023,,,WEEDMEN,WEEDMEN,,,,,,,DURANT,,Bryan,,,,,,,
,DAAA-VKPA-EO5S,,,,Dispensary,,,11/1/2023,,,"Jim’s Medicinal Marijuana, LLC","Jim's Medicinal Marijuana, LLC",,,,,,,IDABEL,,McCurtain,,,,,,,
,GAAA-SFTI-E6OJ,,,,Grower,,,4/19/2023,,,JSE Farms LLC,JSE Farms,,,,,,,FORT COBB,,Caddo,,,,,,,
,GAAA-BDSX-B4TO,,,,Grower,,,2/1/2024,,,STAR FARM LLC,STAR FARM LLC,,,,,,,LINDSAY,,Garvin,,,,,,,
,DAAA-4YQK-HQ5Z,,,,Dispensary,,,10/23/2023,,,Hemp Station Dispensary LLC,Hemp Station Dispensary,,,,,,,PONCA CITY,,Osage,,,,,,,
,DAAA-NYXB-2ZCB,,,,Dispensary,,,8/8/2023,,,NEOK Pain Relief LLC,Lotus Gold Muskogee Dispensary,,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,GAAA-QRSX-70CX,,,,Grower,,,8/10/2023,,,SKYMAN LLC,SKYMAN LLC,,,,,,,BLANCHARD,,McClain,,,,,,,
,PAAA-NKY4-GLEP,,,,Processor,,,9/15/2023,,,"Project 412, LLC","Project 412, LLC",,,,,,,ENID,,Garfield,,,,,,,
,DAAA-VJYK-0W9W,,,,Dispensary,,,9/13/2023,,,Mathews Enterprises Medical LLC,Lotus Gold El Reno,,,,,,,EL RENO,,Canadian,,,,,,,
,GAAA-N1IB-QVNV,,,,Grower,,,11/24/2023,,,J&S Growers LLC,J&S Growers LLC,,,,,,,STIGLER,,Haskell,,,,,,,
,GAAA-4YKZ-WPDA,,,,Grower,,,12/26/2023,,,BUCKED UP LLC,BUCKED UP LLC,,,,,,,Erick,,Beckham,,,,,35.2072,-99.8504,
,GAAA-IXQB-QHGQ,,,,Grower,,,9/20/2023,,,"Sweetleaf Genetics, Inc",Sweetleaf Genetics,,,,,,,NEWALLA,,Cleveland,,,,,,,
,GAAA-2EB4-IASI,,,,Grower,,,11/1/2022,,,GZ Enterprises LLC,GZ Enterprises LLC,,,,,,,Perry,,Noble,,,,,36.2969,-97.2824,
,GAAA-GBH1-V01J,,,,Grower,,,12/11/2023,,,"Buffalo Bottom Farms, LLC","Buffalo Bottom Farms, LLC",,,,,,,Earlsboro,,Seminole,,,,,35.2577,-96.8095,
,GAAA-FHR0-A9G8,,,,Grower,,,12/26/2023,,,JRJM Investments LLC,JrJm investments,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,GAAA-CS0T-6VQQ,,,,Grower,,,9/18/2023,,,"IT Grow, LLC","IT Grow, LLC",,,,,,,COYLE,,Logan,,,,,,,
,GAAA-TVOK-9KOH,,,,Grower,,,9/29/2023,,,"Greener Pastures Grow, LLC","Greener Pastures Grow, LLC",,,,,,,PERRY,,Noble,,,,,,,
,PAAA-EK2L-2W9W,,,,Processor,,,12/27/2023,,,"Vice Capital Extraction, LLC",High Guys,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-EAGM-XR7O,,,,Dispensary,,,9/15/2023,,,Kesh 2 Lawton LLC,Mango Cannabis Lawton,,,,,,,LAWTON,,Comanche,,,,,,,
,DAAA-IENI-XLYC,,,,Dispensary,,,10/31/2023,,,"Medtime, LLC",MedTime LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-GC6Z-L1MV,,,,Dispensary,,,11/6/2023,,,powerhouse dispensary,powerhouse dispensary,,,,,,,MADILL,,Marshall,,,,,,,
,DAAA-SP4Q-EZIR,,,,Dispensary,,,9/15/2023,,,Brandy M Myers,Medically Elevated Dispensary,,,,,,,DUNCAN,,Stephens,,,,,,,
,GAAA-NJ58-LUBW,,,,Grower,,,12/6/2023,,,Oklahoma Medical Growers,Oklahoma Medical Growers,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-NGFY-JZVR,,,,Grower,,,11/10/2023,,,Breezy Bear LLC,Breezy Bear LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-4KJD-ABY0,,,,Grower,,,11/8/2022,,,Redbud Organics,Redbud Organics,,,,,,,GOODWELL,,Texas,,,,,,,
,GAAA-S9GN-WBRW,,,,Grower,,,10/23/2023,,,Diamond Standard Medical Cannabis LLC,Diamond Standard Medical Cannabis LLC,,,,,,,BETHANY,,Oklahoma,,,,,,,
,GAAA-KOQL-BRR2,,,,Grower,,,11/7/2023,,,"Diamond S Cultivation, LLC",Diamond S Cultivation,,,,,,,STUART,,Hughes,,,,,,,
,GAAA-LHUR-KXQP,,,,Grower,,,5/23/2023,,,OKLAHOMA HIGH END GROWING INC,OKLAHOMA HIGH END GROWING,,,,,,,SALLISAW,,Sequoyah,,,,,,,
,GAAA-ZXQI-R4KN,,,,Grower,,,12/20/2023,,,Divine Exotics LLC,Divine Exotics LLC,,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,DAAA-VJMY-AVHZ,,,,Dispensary,,,5/31/2024,,,Jake's Beyond Bud Inc.,Jake's Beyond Bud Inc.,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-WB0C-TAIY,,,,Grower,,,12/8/2023,,,BAGROW LLC,BAGROW LLC,,,,,,,GLENPOOL,,Tulsa,,,,,,,
